Ensembl Gene ID	Description	Associated Gene Name
ENSG00000275330	V-set and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29455]	VSTM1
ENSG00000213483	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44541]	NDUFAF4P2
ENSG00000165495	PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714]	PKNOX2
ENSG00000238509	RNA, U6 small nuclear 104, pseudogene [Source:HGNC Symbol;Acc:HGNC:47067]	RNU6-104P
ENSG00000103024	NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:7851]	NME3
ENSG00000237793	ribosomal protein L18a pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36288]	RPL18AP16
ENSG00000226142	ribosomal protein L35 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36158]	RPL35P8
ENSG00000188763	frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]	FZD9
ENSG00000182400	trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:HGNC:23066]	TRAPPC6B
ENSG00000163735	chemokine (C-X-C motif) ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]	CXCL5
ENSG00000138380	calcium responsive transcription factor [Source:HGNC Symbol;Acc:HGNC:14435]	CARF
ENSG00000166780	chromosome 16 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:19213]	C16orf45
ENSG00000224253	HLA complex group 9 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30983]	HCG9P5
ENSG00000240216	ceruloplasmin and hephaestin-like 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:31714]	CPHL1P
ENSG00000105825	tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]	TFPI2
ENSG00000230700	casein kinase 2, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:2460]	CSNK2B
ENSG00000168118	RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]	RAB4A
ENSG00000233241	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33450]	DDX39BP1
ENSG00000143622	Ras-like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]	RIT1
ENSG00000179913	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]	B3GNT3
ENSG00000213639	protein phosphatase 1, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9282]	PPP1CB
ENSG00000231676	olfactory receptor, family 2, subfamily J, member 2 [Source:HGNC Symbol;Acc:HGNC:8260]	OR2J2
ENSG00000100201	DEAD (Asp-Glu-Ala-Asp) box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]	DDX17
ENSG00000132846	zinc finger, BED-type containing 3 [Source:HGNC Symbol;Acc:HGNC:20711]	ZBED3
ENSG00000100626	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]	GALNT16
ENSG00000180083	WAP four-disulfide core domain 11 [Source:HGNC Symbol;Acc:HGNC:20478]	WFDC11
ENSG00000080802	CCR4-NOT transcription complex, subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]	CNOT4
ENSG00000182185	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	RAD51B
ENSG00000211860	T cell receptor alpha joining 29 [Source:HGNC Symbol;Acc:HGNC:12058]	TRAJ29
ENSG00000175189	inhibin, beta C [Source:HGNC Symbol;Acc:HGNC:6068]	INHBC
ENSG00000152766	ankyrin repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:28321]	ANKRD22
ENSG00000275346	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39586]	CHCHD2P2
ENSG00000213599	SLX1A-SULT1A3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44437]	SLX1A-SULT1A3
ENSG00000211879	T cell receptor alpha joining 10 [Source:HGNC Symbol;Acc:HGNC:12038]	TRAJ10
ENSG00000082497	SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]	SERTAD4
ENSG00000274965	transient receptor potential cation channel, subfamily M, member 1 [Source:HGNC Symbol;Acc:HGNC:7146]	TRPM1
ENSG00000169840	GS homeobox 1 [Source:HGNC Symbol;Acc:HGNC:20374]	GSX1
ENSG00000211832	T cell receptor alpha joining 59 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12091]	TRAJ59
ENSG00000082805	ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]	ERC1
ENSG00000211668	immunoglobulin lambda variable 2-11 [Source:HGNC Symbol;Acc:HGNC:5887]	IGLV2-11
ENSG00000180881	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]	CAPS2
ENSG00000092758	collagen, type IX, alpha 3 [Source:HGNC Symbol;Acc:HGNC:2219]	COL9A3
ENSG00000235032	BMP7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40096]	BMP7-AS1
ENSG00000140563	multiple C2 domains, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25636]	MCTP2
ENSG00000258822	olfactory receptor, family 4, subfamily K, member 16 pseudogene [Source:HGNC Symbol;Acc:HGNC:15354]	OR4K16P
ENSG00000085563	ATP-binding cassette, sub-family B (MDR/TAP), member 1 [Source:HGNC Symbol;Acc:HGNC:40]	ABCB1
ENSG00000259467	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44194]	NDUFAF4P1
ENSG00000196866	histone cluster 1, H2ad [Source:HGNC Symbol;Acc:HGNC:4729]	HIST1H2AD
ENSG00000213722	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]	DDAH2
ENSG00000171824	exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]	EXOSC10
ENSG00000099992	TBC1 domain family, member 10A [Source:HGNC Symbol;Acc:HGNC:23609]	TBC1D10A
ENSG00000186487	myelin transcription factor 1-like [Source:HGNC Symbol;Acc:HGNC:7623]	MYT1L
ENSG00000251215	golgin A5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43925]	GOLGA5P1
ENSG00000271093	immunoglobulin lambda constant/OR22-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15697]	IGLCOR22-2
ENSG00000128710	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	HOXD10
ENSG00000074582	BC1 (ubiquinol-cytochrome c reductase) synthesis-like [Source:HGNC Symbol;Acc:HGNC:1020]	BCS1L
ENSG00000205669	acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:HGNC:33159]	ACOT6
ENSG00000251449	MT-ND1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:42094]	MTND1P19
ENSG00000103671	thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]	TRIP4
ENSG00000135220	UDP glucuronosyltransferase 2 family, polypeptide A3 [Source:HGNC Symbol;Acc:HGNC:28528]	UGT2A3
ENSG00000266200	pancreatic lipase-related protein 2 [Source:HGNC Symbol;Acc:HGNC:9157]	PNLIPRP2
ENSG00000132952	ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]	USPL1
ENSG00000165879	frequently rearranged in advanced T-cell lymphomas 1 [Source:HGNC Symbol;Acc:HGNC:3944]	FRAT1
ENSG00000171812	collagen, type VIII, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2216]	COL8A2
ENSG00000136826	Kruppel-like factor 4 (gut) [Source:HGNC Symbol;Acc:HGNC:6348]	KLF4
ENSG00000114739	activin A receptor, type IIB [Source:HGNC Symbol;Acc:HGNC:174]	ACVR2B
ENSG00000153165	RANBP2-like and GRIP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:32416]	RGPD3
ENSG00000128833	myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]	MYO5C
ENSG00000152700	secretion associated, Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]	SAR1B
ENSG00000224914	long intergenic non-protein coding RNA 863 [Source:HGNC Symbol;Acc:HGNC:45162]	LINC00863
ENSG00000263179	heterogeneous nuclear ribonucleoprotein C pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:48816]	HNRNPCP4
ENSG00000262860	LSM14A, SCD6 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24489]	LSM14A
ENSG00000175267	von Willebrand factor A domain containing 3A [Source:HGNC Symbol;Acc:HGNC:27088]	VWA3A
ENSG00000275513	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000275596	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A [Source:HGNC Symbol;Acc:HGNC:16345]	KIR2DL5A
ENSG00000243609	ribosomal protein S2 pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:35811]	RPS2P44
ENSG00000171155	C1GALT1-specific chaperone 1 [Source:HGNC Symbol;Acc:HGNC:24338]	C1GALT1C1
ENSG00000143811	pyrroline-5-carboxylate reductase family, member 2 [Source:HGNC Symbol;Acc:HGNC:30262]	PYCR2
ENSG00000171469	zinc finger protein 561 [Source:HGNC Symbol;Acc:HGNC:28684]	ZNF561
ENSG00000124444	zinc finger protein 576 [Source:HGNC Symbol;Acc:HGNC:28357]	ZNF576
ENSG00000020633	runt-related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]	RUNX3
ENSG00000224020	MIR181A2 host gene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37188]	MIR181A2HG
ENSG00000168785	tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]	TSPAN5
ENSG00000223752	alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21186]	ATAT1
ENSG00000211698	T cell receptor gamma variable 4 [Source:HGNC Symbol;Acc:HGNC:12289]	TRGV4
ENSG00000241566	immunoglobulin kappa variable 2D-24 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5797]	IGKV2D-24
ENSG00000236564	YWHAQ pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37684]	YWHAQP5
ENSG00000242180	olfactory receptor, family 51, subfamily B, member 5 [Source:HGNC Symbol;Acc:HGNC:19599]	OR51B5
ENSG00000080298	regulatory factor X, 3 (influences HLA class II expression) [Source:HGNC Symbol;Acc:HGNC:9984]	RFX3
ENSG00000188958	urotensin 2B [Source:HGNC Symbol;Acc:HGNC:30894]	UTS2B
ENSG00000184984	cholinergic receptor, muscarinic 5 [Source:HGNC Symbol;Acc:HGNC:1954]	CHRM5
ENSG00000115446	unc-50 homolog (C. elegans) [Source:HGNC Symbol;Acc:HGNC:16046]	UNC50
ENSG00000134612	folate hydrolase 1B [Source:HGNC Symbol;Acc:HGNC:13636]	FOLH1B
ENSG00000137942	formin binding protein 1-like [Source:HGNC Symbol;Acc:HGNC:20851]	FNBP1L
ENSG00000237037	NDUFA6 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:45273]	NDUFA6-AS1
ENSG00000172023	regenerating islet-derived 1 beta [Source:HGNC Symbol;Acc:HGNC:9952]	REG1B
ENSG00000110074	FAD-dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]	FOXRED1
ENSG00000232204	tet methylcytosine dioxygenase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33586]	TET1P1
ENSG00000273544	small nucleolar RNA, H/ACA box 44 [Source:HGNC Symbol;Acc:HGNC:32637]	SNORA44
ENSG00000175520	ubiquilin 3 [Source:HGNC Symbol;Acc:HGNC:12510]	UBQLN3
ENSG00000270929	steroid 5 alpha-reductase 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49243]	SRD5A3P1
ENSG00000185085	integrator complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29352]	INTS5
ENSG00000155087	outer dense fiber of sperm tails 1 [Source:HGNC Symbol;Acc:HGNC:8113]	ODF1
ENSG00000278161	TCF3 (E2A) fusion partner (in childhood Leukemia) [Source:HGNC Symbol;Acc:HGNC:13630]	TFPT
ENSG00000102921	NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]	N4BP1
ENSG00000082074	FYN binding protein [Source:HGNC Symbol;Acc:HGNC:4036]	FYB
ENSG00000255223	olfactory receptor, family 5, subfamily M, member 11 [Source:HGNC Symbol;Acc:HGNC:15291]	OR5M11
ENSG00000254344	long intergenic non-protein coding RNA 1288 [Source:HGNC Symbol;Acc:HGNC:50353]	LINC01288
ENSG00000237751	long intergenic non-protein coding RNA 1143 [Source:HGNC Symbol;Acc:HGNC:49458]	LINC01143
ENSG00000058453	ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]	CROCC
ENSG00000204520	MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]	MICA
ENSG00000173239	lipase, family member M [Source:HGNC Symbol;Acc:HGNC:23455]	LIPM
ENSG00000228759	Fas associated factor family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45172]	FAF2P1
ENSG00000211695	T cell receptor gamma variable 9 [Source:HGNC Symbol;Acc:HGNC:12295]	TRGV9
ENSG00000171243	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	SOSTDC1
ENSG00000104825	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta [Source:HGNC Symbol;Acc:HGNC:7798]	NFKBIB
ENSG00000123407	homeobox C12 [Source:HGNC Symbol;Acc:HGNC:5124]	HOXC12
ENSG00000224337	family with sequence similarity 8, member A3 pseudogene [Source:HGNC Symbol;Acc:HGNC:16374]	FAM8A3P
ENSG00000092108	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]	SCFD1
ENSG00000275385	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated) [Source:HGNC Symbol;Acc:HGNC:10616]	CCL18
ENSG00000128713	homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134]	HOXD11
ENSG00000149968	matrix metallopeptidase 3 (stromelysin 1, progelatinase) [Source:HGNC Symbol;Acc:HGNC:7173]	MMP3
ENSG00000276657	pyrroline-5-carboxylate reductase-like [Source:HGNC Symbol;Acc:HGNC:25846]	PYCRL
ENSG00000058600	polymerase (RNA) III (DNA directed) polypeptide E (80kD) [Source:HGNC Symbol;Acc:HGNC:30347]	POLR3E
ENSG00000230086	vomeronasal 1 receptor 96 pseudogene [Source:HGNC Symbol;Acc:HGNC:37416]	VN1R96P
ENSG00000005156	ligase III, DNA, ATP-dependent [Source:HGNC Symbol;Acc:HGNC:6600]	LIG3
ENSG00000229917	ribosomal protein L7 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:36706]	RPL7P46
ENSG00000255622	protocadherin beta 17 pseudogene [Source:HGNC Symbol;Acc:HGNC:14547]	PCDHB17
ENSG00000160460	spectrin, beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]	SPTBN4
ENSG00000211680	immunoglobulin lambda joining 4 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5866]	IGLJ4
ENSG00000214062	ribosomal protein L7 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:36116]	RPL7P17
ENSG00000246922	ubiquitin associated protein 1-like [Source:HGNC Symbol;Acc:HGNC:40028]	UBAP1L
ENSG00000186854	TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013]	TRABD2A
ENSG00000252320	RNA, U6 small nuclear 320, pseudogene [Source:HGNC Symbol;Acc:HGNC:47283]	RNU6-320P
ENSG00000277819	microRNA 7107 [Source:HGNC Symbol;Acc:HGNC:50006]	MIR7107
ENSG00000234556	long intergenic non-protein coding RNA 701 [Source:HGNC Symbol;Acc:HGNC:44674]	LINC00701
ENSG00000274140	microRNA 6073 [Source:HGNC Symbol;Acc:HGNC:50128]	MIR6073
ENSG00000231280	spalt-like transcription factor 4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39823]	SALL4P6
ENSG00000109519	GrpE-like 1, mitochondrial (E. coli) [Source:HGNC Symbol;Acc:HGNC:19696]	GRPEL1
ENSG00000235763	small nuclear ribonucleoprotein polypeptide G pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39324]	SNRPGP5
ENSG00000238161	olfactory receptor, family 7, subfamily E, member 117 pseudogene [Source:HGNC Symbol;Acc:HGNC:15303]	OR7E117P
ENSG00000111674	enolase 2 (gamma, neuronal) [Source:HGNC Symbol;Acc:HGNC:3353]	ENO2
ENSG00000171262	family with sequence similarity 98, member B [Source:HGNC Symbol;Acc:HGNC:26773]	FAM98B
ENSG00000087510	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) [Source:HGNC Symbol;Acc:HGNC:11744]	TFAP2C
ENSG00000119953	survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]	SMNDC1
ENSG00000267182	small nuclear ribonucleoprotein polypeptide C pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:49835]	SNRPCP20
ENSG00000177000	methylenetetrahydrofolate reductase (NAD(P)H) [Source:HGNC Symbol;Acc:HGNC:7436]	MTHFR
ENSG00000224446	long intergenic non-protein coding RNA 1015 [Source:HGNC Symbol;Acc:HGNC:48988]	LINC01015
ENSG00000178690	dynactin associated protein [Source:HGNC Symbol;Acc:HGNC:26808]	DYNAP
ENSG00000238152	olfactory receptor, family 7, subfamily E, member 140 pseudogene [Source:HGNC Symbol;Acc:HGNC:19561]	OR7E140P
ENSG00000164508	histone cluster 1, H2aa [Source:HGNC Symbol;Acc:HGNC:18729]	HIST1H2AA
ENSG00000132199	enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]	ENOSF1
ENSG00000235638	MT-ND6 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:39477]	MTND6P14
ENSG00000229572	eukaryotic translation initiation factor 4B pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37937]	EIF4BP4
ENSG00000112186	CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:HGNC Symbol;Acc:HGNC:20039]	CAP2
ENSG00000231199	MT-ND5 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:42301]	MTND5P19
ENSG00000182208	MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]	MOB2
ENSG00000141084	RAN binding protein 10 [Source:HGNC Symbol;Acc:HGNC:29285]	RANBP10
ENSG00000250973	keratin associated protein 13-6, pseudogene [Source:HGNC Symbol;Acc:HGNC:18930]	KRTAP13-6P
ENSG00000271402	immunoglobulin kappa variable 2/OR2-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5808]	IGKV2OR2-2
ENSG00000256671	LIM and senescent cell antigen-like domains 3-like [Source:HGNC Symbol;Acc:HGNC:39941]	LIMS3L
ENSG00000240432	keratin associated protein 13-3 [Source:HGNC Symbol;Acc:HGNC:18925]	KRTAP13-3
ENSG00000126106	transmembrane protein 53 [Source:HGNC Symbol;Acc:HGNC:26186]	TMEM53
ENSG00000227988	teratocarcinoma-derived growth factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42350]	TDGF1P1
ENSG00000149476	dihydroxyacetone kinase 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24552]	DAK
ENSG00000269637	ribosomal protein L12 pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:35999]	RPL12P41
ENSG00000186980	keratin associated protein 23-1 [Source:HGNC Symbol;Acc:HGNC:18928]	KRTAP23-1
ENSG00000214290	colorectal cancer associated 2 [Source:HGNC Symbol;Acc:HGNC:26978]	COLCA2
ENSG00000136149	ribosomal protein L13a pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36981]	RPL13AP25
ENSG00000005513	SRY (sex determining region Y)-box 8 [Source:HGNC Symbol;Acc:HGNC:11203]	SOX8
ENSG00000235438	estrogen-related receptor alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:24647]	ESRRAP2
ENSG00000186469	guanine nucleotide binding protein (G protein), gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404]	GNG2
ENSG00000249557	heat shock 60kDa protein 1 (chaperonin) pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:35130]	HSPD1P15
ENSG00000226663	MT-ND4 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42225]	MTND4P10
ENSG00000253313	chromosome 1 open reading frame 210 [Source:HGNC Symbol;Acc:HGNC:28755]	C1orf210
ENSG00000102753	karyopherin alpha 3 (importin alpha 4) [Source:HGNC Symbol;Acc:HGNC:6396]	KPNA3
ENSG00000163792	transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602]	TCF23
ENSG00000187720	thrombospondin, type I, domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]	THSD4
ENSG00000172146	olfactory receptor, family 1, subfamily A, member 1 [Source:HGNC Symbol;Acc:HGNC:8179]	OR1A1
ENSG00000223708	HLA complex group 4 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:22925]	HCG4P5
ENSG00000065183	WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]	WDR3
ENSG00000036473	ornithine carbamoyltransferase [Source:HGNC Symbol;Acc:HGNC:8512]	OTC
ENSG00000197409	histone cluster 1, H3d [Source:HGNC Symbol;Acc:HGNC:4767]	HIST1H3D
ENSG00000112651	mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]	MRPL2
ENSG00000184144	contactin 2 (axonal) [Source:HGNC Symbol;Acc:HGNC:2172]	CNTN2
ENSG00000260055	major histocompatibility complex, class I, P (pseudogene) [Source:HGNC Symbol;Acc:HGNC:21196]	HLA-P
ENSG00000232714	MT-ND3 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42153]	MTND3P8
ENSG00000226932	olfactory receptor, family 2, subfamily U, member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:8279]	OR2U2P
ENSG00000213309	ribosomal protein L9 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36954]	RPL9P18
ENSG00000145780	fem-1 homolog c (C. elegans) [Source:HGNC Symbol;Acc:HGNC:16933]	FEM1C
ENSG00000187747	olfactory receptor, family 52, subfamily B, member 6 [Source:HGNC Symbol;Acc:HGNC:15211]	OR52B6
ENSG00000219790	oligosaccharyltransferase complex subunit pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42868]	OSTCP6
ENSG00000258423	olfactory receptor, family 7, subfamily E, member 105 pseudogene [Source:HGNC Symbol;Acc:HGNC:15364]	OR7E105P
ENSG00000224622	olfactory receptor, family 9, subfamily R, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15340]	OR9R1P
ENSG00000270550	immunoglobulin heavy variable 3-30 [Source:HGNC Symbol;Acc:HGNC:5591]	IGHV3-30
ENSG00000225274	G protein-coupled receptor 53, pseudogene [Source:HGNC Symbol;Acc:HGNC:4509]	GPR53P
ENSG00000213924	heterogeneous nuclear ribonucleoprotein H1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48810]	HNRNPH1P2
ENSG00000253548	pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33512]	PYDC2
ENSG00000270451	immunoglobulin heavy diversity 4/OR15-4B (non-functional) [Source:HGNC Symbol;Acc:HGNC:5507]	IGHD4OR15-4B
ENSG00000223493	superkiller viralicidic activity 2-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:10898]	SKIV2L
ENSG00000235947	eosinophil granule ontogeny transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37129]	EGOT
ENSG00000087586	aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]	AURKA
ENSG00000225739	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:7920]	NPM1P18
ENSG00000242267	Skint-like, pseudogene [Source:HGNC Symbol;Acc:HGNC:33993]	SKINTL
ENSG00000225950	neurotrophin 4 [Source:HGNC Symbol;Acc:HGNC:8024]	NTF4
ENSG00000262520	keratin associated protein 4-16, pseudogene [Source:HGNC Symbol;Acc:HGNC:18921]	KRTAP4-16P
ENSG00000204501	PRAME family member 9 [Source:HGNC Symbol;Acc:HGNC:27996]	PRAMEF9
ENSG00000218980	ferritin, heavy polypeptide 1 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:3985]	FTH1P15
ENSG00000253989	immunoglobulin heavy variable (III)-38-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5699]	IGHVIII-38-1
ENSG00000258550	olfactory receptor, family 7, subfamily E, member 106 pseudogene [Source:HGNC Symbol;Acc:HGNC:15365]	OR7E106P
ENSG00000254029	immunoglobulin lambda constant 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5858]	IGLC4
ENSG00000151967	schwannomin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15678]	SCHIP1
ENSG00000228149	ribosomal protein L3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10352]	RPL3P1
ENSG00000255181	coiled-coil domain containing 166 [Source:HGNC Symbol;Acc:HGNC:41910]	CCDC166
ENSG00000254203	immunoglobulin heavy variable (II)-33-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5678]	IGHVII-33-1
ENSG00000237725	olfactory receptor, family 2, subfamily I, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8258]	OR2I1P
ENSG00000243095	ribosomal protein L3 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:36819]	RPL3P10
ENSG00000275323	ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]	RPS9
ENSG00000240857	retinol dehydrogenase 14 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:HGNC:19979]	RDH14
ENSG00000211681	immunoglobulin lambda joining 5 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5867]	IGLJ5
ENSG00000234249	collagen, type XI, alpha 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13947]	COL11A2P1
ENSG00000179141	MTUS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40924]	MTUS2-AS1
ENSG00000168243	guanine nucleotide binding protein (G protein), gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407]	GNG4
ENSG00000230897	ribosomal protein S18 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35967]	RPS18P12
